股票代码,股票名称,触发交易日,2-10日最高涨幅(%),2-10日最低跌幅(%),11-20日最高涨幅(%),11-20日最低跌幅(%),21-40日最高涨幅(%),21-40日最低跌幅(%),41-60日最高涨幅(%),41-60日最低跌幅(%),至今最高涨幅(%),至今最低跌幅(%)
000008.SZ,神州高铁,20251111,2.73,-8.48,-5.15,-10.3,-4.55,-13.64,-1.82,-11.82,2.73,-22.42
000012.SZ,南  玻Ａ,20260225,-2.9,-7.72,-4.63,-15.44,-12.36,-16.02,-11.2,-29.73,0.0,-29.73
000027.SZ,深圳能源,20251023,-2.66,-6.39,-4.79,-9.85,-11.05,-13.05,-6.13,-13.18,7.59,-13.18
000035.SZ,中国天楹,20250911,-3.45,-7.68,18.04,-4.22,15.74,9.6,18.81,5.18,59.31,-7.68
000037.SZ,深南电A,20250707,-1.7,-10.7,-8.62,-14.2,-10.8,-16.1,-15.81,-20.93,23.3,-21.78
000039.SZ,中集集团,20251114,4.59,-7.94,6.26,0.11,14.88,-1.01,27.63,5.48,53.13,-7.94
000061.SZ,农 产 品,20250828,10.08,-6.41,12.34,-1.9,8.3,-4.86,24.91,-1.07,25.27,-24.79
000065.SZ,北方国际,20260324,13.78,-3.31,5.41,-3.66,-2.6,-14.28,-11.95,-15.33,13.78,-15.33
000069.SZ,华侨城Ａ,20250922,-1.85,-6.67,-7.04,-10.74,8.52,-11.85,0.74,-8.89,8.52,-30.74
000090.SZ,天健集团,20251023,-6.08,-8.52,18.73,-7.3,0.73,-10.71,-7.79,-10.46,18.73,-22.63
000100.SZ,TCL科技,20260106,1.01,-5.88,3.45,-3.65,1.01,-7.51,-0.81,-16.02,3.45,-16.02
000155.SZ,川能动力,20251029,3.85,-3.28,15.16,-3.69,1.72,-7.21,15.74,-4.51,57.79,-7.21
000156.SZ,华数传媒,20260210,-7.73,-21.26,-17.09,-20.45,-18.92,-28.38,-21.87,-26.14,0.0,-29.5
000157.SZ,中联重科,20260203,6.63,-0.21,6.95,0.0,-0.32,-13.26,-6.31,-16.79,6.95,-22.89
000338.SZ,潍柴动力,20251106,1.61,-5.55,-3.66,-7.93,-0.28,-4.66,34.89,-2.5,96.01,-7.93
000400.SZ,许继电气,20260119,-1.79,-7.93,-2.35,-8.95,4.85,-13.06,-10.28,-20.8,4.85,-22.93
000402.SZ,金 融 街,20260506,-4.58,-15.19,-11.46,-17.77,,,,,0.0,-17.77
000410.SZ,沈阳机床,20251022,2.17,-1.66,12.64,1.66,-1.28,-9.2,-0.51,-9.45,12.64,-32.82
000411.SZ,英特集团,20251230,4.16,-3.48,7.18,-3.1,-5.59,-13.53,-11.79,-22.22,7.18,-22.22
000417.SZ,合百集团,20250813,-10.56,-12.88,-7.09,-12.59,9.41,-15.05,12.88,-5.5,49.78,-15.05
000503.SZ,国新健康,20260112,-4.13,-14.47,-15.76,-20.33,-17.23,-27.56,-25.84,-34.28,0.0,-41.09
000513.SZ,丽珠集团,20250716,3.37,-3.96,-0.75,-5.82,-0.14,-6.64,-5.06,-11.18,3.37,-29.36
000516.SZ,国际医学,20260113,-1.07,-10.12,-11.01,-14.03,-5.51,-20.25,-7.99,-18.29,9.95,-24.51
000523.SZ,红棉股份,20251222,-1.22,-10.24,3.41,-9.02,2.44,-8.05,-4.88,-20.24,3.41,-24.15
000530.SZ,冰山冷热,20251202,9.93,-1.48,5.23,-8.19,2.55,-8.59,-5.64,-16.78,9.93,-26.58
000531.SZ,穗恒运Ａ,20260324,6.85,-17.89,-10.66,-17.89,-4.06,-11.55,0.25,-6.73,6.85,-17.89
000534.SZ,万泽股份,20250804,-0.35,-9.42,2.25,-6.01,-0.69,-12.07,8.26,-11.9,175.27,-12.07
000537.SZ,绿发电力,20260311,8.97,-4.49,3.25,-14.6,2.46,-13.98,0.35,-11.17,10.03,-14.6
000539.SZ,粤电力Ａ,20260319,21.39,-9.08,-7.46,-13.45,23.99,-5.83,43.92,4.38,43.92,-13.45
000543.SZ,皖能电力,20251027,0.23,-5.32,-4.16,-10.29,-3.12,-9.94,1.97,-8.09,13.29,-10.29
000547.SZ,航天发展,20251114,49.84,21.04,135.18,57.92,325.08,123.7,245.38,175.03,325.08,0.0
000551.SZ,创元科技,20251223,23.15,2.69,16.11,3.63,15.97,5.22,7.4,-8.64,28.74,-8.64
000560.SZ,我爱我家,20260129,8.41,-3.6,8.71,-3.9,4.2,-14.71,-7.21,-14.11,8.71,-17.72
000568.SZ,泸州老窖,20251110,0.58,-6.72,-4.64,-12.01,-13.69,-18.44,-11.36,-21.37,0.58,-37.53
000591.SZ,太阳能,20260114,13.24,-0.4,13.24,6.13,31.82,7.71,26.28,2.77,31.82,-1.38
000592.SZ,平潭发展,20250827,-8.01,-16.28,-10.08,-14.21,66.41,-14.99,223.26,82.95,334.11,-16.28
000597.SZ,东北制药,20250721,7.63,1.66,1.0,-4.31,-2.49,-7.46,-5.64,-11.77,7.63,-23.88
000601.SZ,韶能股份,20260309,20.59,-9.33,31.41,-6.52,11.26,-5.48,31.85,7.26,31.85,-9.33
000617.SZ,中油资本,20250708,12.6,2.66,12.95,-1.97,51.1,-3.58,32.83,19.08,51.1,-10.52
000620.SZ,盈新发展,20251021,61.11,21.21,93.43,59.6,81.82,35.86,74.24,35.35,93.43,0.0
000629.SZ,钒钛股份,20250929,1.62,-4.87,-0.97,-4.55,9.42,-3.57,1.62,-5.84,40.58,-5.84
000630.SZ,铜陵有色,20250806,7.2,0.0,13.9,2.98,46.4,4.96,45.91,25.06,128.04,-0.25
000631.SZ,顺发恒能,20251112,-3.04,-16.71,-12.15,-16.46,-13.67,-19.24,8.61,-15.19,8.61,-19.49
000636.SZ,风华高科,20251024,4.48,-4.71,1.67,-11.03,-4.02,-11.32,15.97,-9.76,204.6,-11.32
000661.SZ,长春高新,20250901,12.9,5.0,14.94,4.61,20.23,-5.84,-6.47,-12.75,20.23,-35.61
000672.SZ,上峰水泥,20250721,0.64,-7.11,-1.38,-5.94,-0.85,-8.7,24.2,-8.28,101.06,-8.7
000681.SZ,视觉中国,20251121,-0.08,-11.4,-9.98,-17.28,38.56,-14.64,20.32,1.85,38.56,-24.39
000682.SZ,东方电子,20250825,-2.38,-9.28,-2.3,-9.11,3.94,-4.43,8.13,-8.37,25.62,-9.28
000685.SZ,中山公用,20250924,20.77,-2.43,10.97,4.44,6.62,-1.34,13.9,-5.53,20.77,-12.23
000690.SZ,宝新能源,20260325,-1.78,-18.36,-2.32,-17.83,2.32,-7.13,10.34,2.5,10.34,-18.36
000703.SZ,恒逸石化,20251202,2.31,-7.8,33.74,-6.09,48.36,25.09,62.36,35.08,122.05,-7.8
000723.SZ,美锦能源,20251117,-5.81,-17.95,-11.62,-20.0,-14.7,-21.2,-11.62,-21.03,0.0,-32.31
000725.SZ,京东方Ａ,20260521,23.03,8.96,,,,,,,23.03,0.0
000727.SZ,冠捷科技,20250915,3.72,-6.76,-5.74,-14.19,-5.41,-12.16,-2.36,-14.19,3.72,-16.22
000733.SZ,振华科技,20251027,0.94,-5.1,-7.59,-12.7,-6.1,-12.44,10.71,-5.42,11.76,-19.8
000735.SZ,罗 牛 山,20250724,-6.96,-10.65,-8.52,-11.08,-5.97,-12.93,-2.98,-11.51,58.66,-21.02
000739.SZ,普洛药业,20260113,8.83,-0.84,7.64,0.28,5.28,-4.05,3.6,-7.81,8.83,-7.81
000750.SZ,国海证券,20250911,-0.61,-9.16,-5.7,-9.78,-5.09,-9.16,-9.57,-14.87,0.0,-24.64
000758.SZ,中色股份,20250711,15.82,-2.81,10.9,3.51,26.36,4.57,33.92,8.61,58.88,-2.81
000762.SZ,西藏矿业,20250724,-5.45,-10.27,-2.58,-7.78,-3.7,-11.86,6.91,-10.86,64.73,-11.86
000767.SZ,晋控电力,20260206,10.53,-4.68,15.2,2.92,48.83,2.63,49.71,9.65,63.16,-4.68
000777.SZ,中核科技,20251226,19.57,0.15,10.0,0.19,1.98,-7.05,3.99,-13.91,19.57,-31.69
000785.SZ,居然智家,20260113,-7.48,-13.02,-11.08,-19.11,-17.45,-22.16,-22.44,-35.18,0.0,-35.18
000796.SZ,凯撒旅业,20250708,17.79,-7.21,27.93,6.08,34.68,6.98,60.36,29.95,84.01,-7.21
000799.SZ,酒鬼酒,20250819,22.88,9.77,27.02,12.77,20.97,3.24,16.24,3.86,27.02,-30.81
000819.SZ,岳阳兴长,20250709,6.31,-3.36,-2.84,-7.7,0.29,-7.64,5.9,-3.88,17.13,-18.92
000825.SZ,太钢不锈,20251215,6.79,-1.23,14.61,0.62,14.61,-0.82,11.73,-6.79,14.61,-20.37
000829.SZ,天音控股,20251201,-1.32,-7.83,-2.38,-6.95,4.75,-8.8,-1.41,-10.83,6.87,-25.79
000839.SZ,国安股份,20260210,15.29,-5.81,21.71,-0.92,10.7,-5.5,8.56,-10.09,21.71,-10.09
000859.SZ,国风新材,20251121,8.41,-12.1,22.7,2.3,55.53,10.6,45.62,11.75,55.53,-12.1
000875.SZ,电投绿能,20260114,2.36,-4.87,8.71,-2.95,18.76,1.03,10.64,-9.9,18.76,-9.9
000886.SZ,海南高速,20251210,-8.33,-23.04,-10.29,-20.71,-14.58,-22.06,-17.28,-25.25,0.0,-41.42
000899.SZ,赣能股份,20260226,21.61,3.39,14.23,-1.58,9.79,-7.83,7.68,-6.02,21.61,-7.83
000905.SZ,厦门港务,20251017,22.22,2.46,24.68,10.15,70.62,7.8,56.2,35.15,70.62,-0.85
000917.SZ,电广传媒,20251020,5.44,-0.93,3.47,-3.82,8.8,-5.09,53.59,0.58,53.59,-10.65
000922.SZ,佳电股份,20250722,-3.95,-10.47,-3.1,-10.23,-5.43,-11.01,-0.31,-8.53,32.4,-11.01
000923.SZ,河钢资源,20250930,5.92,-2.68,4.69,-1.34,5.92,-4.36,18.26,3.35,47.52,-14.52
000927.SZ,中国铁物,20260122,0.68,-5.42,0.34,-5.08,13.22,-10.17,13.22,-2.71,13.22,-10.17
000938.SZ,紫光股份,20260422,10.86,4.68,9.99,-2.24,-3.34,-6.35,,,10.86,-6.35
000949.SZ,新乡化纤,20251009,-8.18,-14.26,-0.21,-11.74,15.51,-7.13,17.4,-4.19,73.79,-14.26
000950.SZ,重药控股,20251215,1.03,-10.16,-3.83,-14.29,-5.01,-13.11,-12.81,-18.26,5.15,-23.27
000957.SZ,中通客车,20251015,-0.87,-7.55,-7.08,-9.99,-7.87,-16.05,-8.26,-13.77,0.0,-19.35
000969.SZ,安泰科技,20251009,42.96,20.98,57.64,27.28,37.27,14.21,43.7,23.66,96.18,0.0
000970.SZ,中科三环,20250724,1.72,-6.03,11.63,-2.08,13.78,-0.93,10.91,-2.66,13.78,-19.96
000987.SZ,越秀资本,20250709,2.35,-3.0,0.39,-4.05,6.27,-3.39,3.26,-4.96,52.61,-7.05
000990.SZ,诚志股份,20260123,0.87,-11.07,-2.93,-7.82,17.16,-6.62,43.0,1.09,43.0,-11.07
000993.SZ,闽东电力,20251105,19.08,-4.75,8.57,-9.81,10.9,-8.18,6.23,-6.23,27.02,-9.81
001208.SZ,华菱线缆,20250722,-2.49,-8.18,2.26,-1.95,-0.86,-8.81,14.19,-5.77,142.01,-13.02
001213.SZ,中铁特货,20250723,-6.43,-11.62,-10.37,-12.24,-10.17,-13.49,-11.0,-13.69,0.0,-21.58
001287.SZ,中电港,20260506,5.74,-2.78,-3.26,-10.72,,,,,5.74,-10.72
001332.SZ,锡装股份,20250909,25.19,3.15,55.11,29.92,49.77,17.48,31.81,9.64,55.11,-2.67
001337.SZ,四川黄金,20250909,-1.59,-9.71,8.7,-6.55,2.88,-8.08,-0.73,-8.21,154.87,-9.71
001376.SZ,百通能源,20251211,18.49,2.65,30.32,18.06,75.77,12.97,64.16,37.13,75.77,-5.45
001979.SZ,招商蛇口,20260129,0.37,-7.35,-3.95,-11.49,-10.48,-27.11,-14.89,-27.94,0.37,-27.94
002004.SZ,华邦健康,20260114,7.89,-0.92,3.12,-1.1,3.3,-3.67,-1.1,-11.56,7.89,-17.61
002009.SZ,天奇股份,20251229,8.03,-1.83,34.84,-0.42,68.4,21.13,33.94,9.48,68.4,-1.83
002011.SZ,盾安环境,20250815,0.07,-5.09,-4.28,-10.55,10.55,-5.97,5.16,-1.25,10.55,-15.56
002020.SZ,京新药业,20250704,8.44,1.21,12.19,3.75,36.77,21.3,44.88,28.67,44.88,-11.45
002023.SZ,海特高新,20260108,2.33,-7.38,-2.13,-21.68,-16.89,-25.33,-24.47,-34.31,2.33,-34.31
002028.SZ,思源电气,20250901,-2.8,-5.94,8.44,-3.34,48.29,6.71,58.31,40.91,142.33,-5.94
002030.SZ,达安基因,20250724,2.51,-3.48,0.14,-2.51,-0.84,-11.84,-9.75,-13.93,7.38,-20.89
002033.SZ,丽江股份,20260416,0.82,-13.72,-15.46,-17.57,-17.47,-21.77,,,0.82,-21.77
002034.SZ,旺能环境,20260513,7.27,-1.72,-4.29,-9.78,,,,,7.27,-9.78
002036.SZ,联创电子,20260106,4.55,-7.23,0.08,-14.38,-8.45,-15.11,-14.95,-29.49,4.55,-37.61
002039.SZ,黔源电力,20260529,,,,,,,,,0.0,0.0
002041.SZ,登海种业,20260130,2.66,-9.21,9.03,-6.64,6.38,-12.75,-6.64,-15.41,9.03,-23.03
002044.SZ,美年健康,20251218,-5.98,-14.12,41.36,-10.13,28.41,10.3,17.11,-9.97,41.36,-14.12
002051.SZ,中工国际,20260402,20.08,-0.71,20.79,0.4,19.78,4.24,,,20.79,-3.83
002053.SZ,云南能投,20250818,27.14,-5.0,25.02,12.89,17.22,2.8,18.07,1.95,27.14,-7.38
002056.SZ,横店东磁,20260313,-11.84,-17.07,-23.53,-30.73,-22.45,-28.68,4.37,-25.77,4.37,-30.73
002060.SZ,广东建工,20250722,-6.07,-11.41,-9.47,-11.65,-6.55,-12.86,4.13,-9.95,4.13,-16.99
002063.SZ,远光软件,20260306,7.42,-2.0,1.43,-11.7,-6.42,-12.13,-4.71,-15.98,7.42,-15.98
002064.SZ,华峰化学,20250908,7.28,-0.24,15.16,4.3,17.42,1.67,21.48,7.76,64.2,-0.24
002077.SZ,大港股份,20250828,8.96,-3.65,9.95,0.56,7.48,-3.03,16.81,-3.4,17.24,-11.62
002079.SZ,苏州固锝,20260209,-1.27,-11.85,-9.99,-14.56,-12.96,-21.85,9.65,-13.21,14.65,-21.85
002081.SZ,金 螳 螂,20260420,75.0,8.58,95.59,39.95,50.98,33.82,,,95.59,0.0
002083.SZ,孚日股份,20251017,14.11,-0.89,106.43,4.11,127.14,64.29,151.07,90.89,159.46,-0.89
002091.SZ,江苏国泰,20250825,3.11,-3.35,8.73,2.63,11.24,0.6,27.39,3.11,27.39,-3.35
002092.SZ,中泰化学,20260106,13.1,-1.29,29.34,10.52,49.45,17.34,57.01,16.61,57.01,-15.31
002100.SZ,天康生物,20250911,7.05,-0.13,3.46,-4.52,4.92,-1.86,1.6,-9.04,11.04,-12.5
002112.SZ,三变科技,20251105,3.0,-12.24,-12.99,-19.18,-12.93,-19.8,49.66,-15.12,72.58,-19.8
002119.SZ,康强电子,20251107,-5.93,-24.76,-21.49,-24.24,-19.31,-25.47,29.17,-17.69,29.17,-25.47
002120.SZ,韵达股份,20250807,1.81,-8.05,-1.81,-13.61,-8.05,-16.21,-15.76,-18.37,1.81,-28.0
002124.SZ,天邦食品,20260415,-1.91,-20.7,-2.23,-17.83,-7.64,-18.15,,,0.0,-20.7
002129.SZ,TCL中环,20250925,1.38,-4.89,1.81,-7.01,15.94,-1.59,-1.49,-12.11,24.12,-13.71
002140.SZ,东华科技,20250911,3.14,-4.62,17.8,3.14,15.18,2.27,5.06,-6.02,27.84,-11.34
002145.SZ,钛能化学,20250821,7.55,-2.24,6.73,0.82,24.29,7.96,18.57,-1.84,24.29,-12.45
002146.SZ,荣盛发展,20250912,21.14,-8.57,-6.86,-11.43,11.43,-10.29,4.57,-11.43,21.14,-30.29
002151.SZ,北斗星通,20251222,58.39,2.53,83.64,27.92,36.4,16.77,31.73,1.54,83.64,-6.29
002154.SZ,报 喜 鸟,20250919,-1.92,-13.68,-11.54,-14.53,-5.77,-17.09,-10.9,-17.31,0.85,-25.0
002156.SZ,通富微电,20250829,6.86,-5.68,17.26,-0.42,41.95,15.38,25.78,6.53,127.83,-5.68
002157.SZ,正邦科技,20251211,8.12,-0.58,3.19,-6.09,-1.74,-9.28,1.16,-10.72,8.12,-12.17
002158.SZ,汉钟精机,20260506,15.38,3.36,17.71,-0.4,,,,,17.71,-0.4
002166.SZ,莱茵生物,20260126,-3.44,-8.4,-6.07,-11.84,-4.25,-17.0,-4.86,-13.06,0.0,-17.0
002170.SZ,芭田股份,20251106,6.28,-1.85,-2.66,-8.53,-0.32,-7.97,15.38,-1.85,19.81,-8.53
002179.SZ,中航光电,20260511,3.18,-3.13,-2.78,-10.32,,,,,3.18,-10.32
002182.SZ,宝武镁业,20250818,3.78,-4.4,12.17,-6.74,13.2,-4.88,2.34,-5.78,57.15,-11.0
002183.SZ,怡 亚 通,20250915,4.74,-6.92,-0.55,-10.56,-1.46,-9.29,-6.92,-17.67,38.8,-17.67
002192.SZ,融捷股份,20250714,9.76,-5.54,12.33,-0.35,10.86,-0.17,19.67,-1.91,221.05,-5.54
002203.SZ,海亮股份,20250801,12.18,-1.26,11.6,1.09,9.24,-4.54,13.19,-7.98,93.53,-9.41
002204.SZ,大连重工,20251111,-1.36,-10.1,-2.05,-11.6,7.64,-3.0,10.91,-3.0,10.91,-17.05
002219.SZ,新里程,20260113,4.0,-6.4,-2.8,-7.6,4.0,-7.2,3.2,-13.2,10.0,-14.8
002221.SZ,东华能源,20260302,4.39,-7.29,0.11,-7.4,-7.07,-17.36,-11.47,-32.05,7.29,-32.05
002223.SZ,鱼跃医疗,20250908,-0.95,-5.08,-2.48,-6.4,-4.82,-12.45,-8.77,-12.13,13.5,-33.92
002226.SZ,江南化工,20250722,-7.23,-11.99,-5.64,-10.26,-4.48,-12.43,3.18,-7.37,3.18,-26.45
002229.SZ,鸿博股份,20260414,1.02,-17.36,-5.48,-18.32,-12.89,-33.96,,,1.02,-33.96
002233.SZ,塔牌集团,20250721,-3.87,-8.08,-1.14,-6.14,4.32,-1.71,6.37,-1.37,14.79,-9.78
002239.SZ,奥特佳,20250909,5.59,-4.12,0.0,-7.06,-3.24,-10.0,-3.24,-12.06,5.59,-22.06
002240.SZ,盛新锂能,20250718,14.85,0.28,30.12,7.98,38.45,15.06,37.82,21.44,331.23,-0.97
002243.SZ,力合科创,20251023,-1.41,-8.16,-7.35,-9.97,-1.21,-10.07,19.84,-4.83,19.84,-16.82
002244.SZ,滨江集团,20250909,10.52,-1.62,12.86,5.22,6.03,-7.73,-3.51,-12.68,12.86,-18.08
002249.SZ,大洋电机,20250813,6.75,0.76,7.01,-2.04,53.38,7.52,68.66,29.17,68.66,-2.04
002255.SZ,海陆重工,20251104,37.59,15.46,28.89,11.48,23.15,5.93,39.07,11.67,39.07,-9.72
002258.SZ,利尔化学,20260119,8.67,-2.2,2.26,-3.17,4.21,-15.2,-8.24,-15.87,8.67,-28.02
002263.SZ,大东南,20260327,22.6,5.65,27.03,4.91,6.88,-12.29,-4.18,-4.18,27.03,-12.29
002266.SZ,浙富控股,20250722,5.67,-11.58,-9.85,-12.81,1.72,-12.07,17.0,-3.69,39.16,-12.81
002267.SZ,陕天然气,20260303,-8.08,-12.06,-10.07,-14.6,-10.95,-16.04,-10.51,-19.58,0.0,-19.58
002268.SZ,电科网安,20251226,16.87,1.03,7.48,-2.12,0.2,-8.8,-0.49,-18.94,16.87,-30.4
002285.SZ,世联行,20251121,16.38,-4.18,19.51,0.35,14.29,-2.79,6.62,-8.36,21.6,-9.76
002291.SZ,遥望科技,20251126,-11.37,-20.26,-23.22,-26.9,-9.0,-25.59,7.11,-15.64,7.11,-31.16
002292.SZ,奥飞娱乐,20260112,-4.88,-16.68,-8.85,-17.24,0.28,-23.13,-22.95,-32.17,0.28,-32.17
002300.SZ,太阳电缆,20251106,4.52,-13.07,18.34,-17.34,62.56,14.82,31.66,5.53,62.56,-17.34
002307.SZ,北新路桥,20250722,-1.79,-9.38,26.79,-7.81,9.15,0.45,24.33,-3.13,31.7,-13.17
002310.SZ,东方新能,20260316,28.43,-4.01,14.38,-5.35,15.05,-2.34,3.01,-5.69,28.43,-5.69
002318.SZ,久立特材,20251009,-0.42,-5.96,0.87,-6.49,0.91,-7.22,10.1,-8.7,34.98,-10.67
002324.SZ,普利特,20250707,7.07,0.79,10.22,3.67,25.85,12.14,29.96,15.11,108.73,0.0
002344.SZ,海宁皮城,20251204,-4.85,-13.43,-6.34,-11.94,-5.04,-11.38,-3.73,-13.81,0.0,-27.05
002361.SZ,神剑股份,20251219,77.36,21.05,121.79,45.53,86.54,36.6,74.79,33.41,189.47,0.0
002373.SZ,千方科技,20260106,4.97,-3.65,3.03,-5.12,-3.11,-19.02,-16.61,-27.72,4.97,-37.81
002380.SZ,科远智慧,20251021,3.17,-3.6,-3.08,-8.1,-9.36,-14.81,8.47,-12.57,67.53,-14.81
002390.SZ,信邦制药,20251210,-17.59,-22.89,-20.48,-22.41,-16.87,-20.96,-17.83,-22.65,0.0,-28.19
002400.SZ,省广集团,20250916,-3.78,-12.43,-7.24,-15.89,-5.84,-13.62,5.3,-13.3,49.3,-15.89
002407.SZ,多氟多,20250905,16.98,6.52,37.06,5.46,116.85,29.36,167.61,103.82,181.11,0.0
002408.SZ,齐翔腾达,20250725,-0.19,-6.51,-4.65,-8.55,-3.35,-7.99,-6.88,-11.71,30.48,-14.68
002413.SZ,雷科防务,20251125,39.51,-0.71,42.37,22.97,187.16,27.67,119.69,90.16,187.16,-0.71
002415.SZ,海康威视,20251009,-2.05,-5.3,-0.79,-7.81,-6.91,-12.99,-10.95,-16.04,6.2,-16.04
002421.SZ,达实智能,20260515,49.53,20.87,,,,,,,49.53,0.0
002422.SZ,科伦药业,20250901,1.47,-7.4,-5.26,-9.37,-8.43,-15.33,-13.71,-20.22,1.47,-28.12
002423.SZ,中粮资本,20250828,-1.48,-8.43,2.6,-7.73,-4.01,-10.75,-10.96,-19.26,2.6,-36.4
002428.SZ,云南锗业,20250729,-8.48,-13.37,13.65,-8.28,25.09,7.12,22.57,2.72,306.2,-13.37
002432.SZ,九安医疗,20251110,-0.7,-6.79,-5.41,-8.03,-4.98,-9.41,-0.5,-7.81,109.84,-9.41
